NOMBRE|EDAD|VALORACION_GENERAL|POTENCIAL|EQUIPO_ACTUAL|CONTRATO|ID_JUGADOR|PIE_FAVORITO|MEJOR_POSICION|SRC_JUGADOR|EQUIPO|URL_EQUIPO|ID_EQUIPO|SRC_LOGO|SRC_FLAG|PJE_GLOBAL|PJE_ATAQUE|PJE_MEDIOCAMPO|PJE_DEFENSA|GRUPO|PUESTO|PTS|PJ|PG|PE|PP|DG|INSTANCIA_ALCANZADA|MEJOR_POSICION_DESC|PESO (KG)|ALTURA (CM)|ICM (KG/M^2)
A. Gómez|34|83|83|LCM|2021 ~ 2024|143076|Derecho|CAM|https://cdn.sofifa.net/players/143/076/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|MEdio Centro Ofensivo|68|167|24.38237297859371
L. Messi|35|91|91|RW|2021 ~ 2023|158023|Izquierdo|RW|https://cdn.sofifa.net/players/158/023/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Extremo Derecho|67|169|23.458562375266975
L. Martínez|24|87|91|ST|2018 ~ 2026|231478|Derecho|ST|https://cdn.sofifa.net/players/231/478/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Delantero Centro|72|174|23.781212841854934
Á. Di María|34|85|85|LW|2015 ~ 2023|183898|Izquierdo|LW|https://cdn.sofifa.net/players/183/898/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Extremo Izquierdo|69|180|21.296296296296294
P. Dybala|28|86|86|SUB|2015 ~ 2024|211110|Izquierdo|RW|https://cdn.sofifa.net/players/211/110/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Extremo Derecho|75|177|23.93948099205209
N. González|24|82|87|SUB|2021 ~ 2026|240690|Izquierdo|LM|https://cdn.sofifa.net/players/240/690/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Medio Izquierdo|72|180|22.22222222222222
G. Rodríguez|27|81|82|SUB|2020 ~ 2024|225659|Derecho|CDM|https://cdn.sofifa.net/players/225/659/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Medio Centro Defensivo|80|185|23.37472607742878
E. Fernández|21|79|87|SUB|2019 ~ 2025|247090|Derecho|CAM|https://cdn.sofifa.net/players/247/090/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|MEdio Centro Ofensivo|77|180|23.76543209876543
L. Martínez|24|82|87|SUB|2019 ~ 2025|239301|Izquierdo|CB|https://cdn.sofifa.net/players/239/301/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Defensa Central|77|178|24.302487059714682
N. Tagliafico|29|81|81|SUB|2018 ~ 2023|211256|Izquierdo|LB|https://cdn.sofifa.net/players/211/256/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Lateral Izquierdo|65|172|21.971335857220122
F. Armani|35|80|80|SUB|2018 ~ 2024|214584|Derecho|GK|https://cdn.sofifa.net/players/214/584/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Portero|88|189|24.635368550712467
J. Correa|27|81|81|SUB|2022 ~ 2025|215330|Derecho|LW|https://cdn.sofifa.net/players/215/330/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Extremo Izquierdo|75|189|20.99605274208449
G. Rulli|30|80|80|SUB|2020 ~ 2024|215316|Derecho|GK|https://cdn.sofifa.net/players/215/316/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Portero|84|189|23.515579071134628
G. Pezzella|31|79|79|SUB|2021 ~ 2025|193601|Derecho|CB|https://cdn.sofifa.net/players/193/601/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Defensa Central|81|187|23.163373273470786
G. Montiel|25|79|82|SUB|2021 ~ 2026|231340|Derecho|RB|https://cdn.sofifa.net/players/231/340/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Lateral Derecho|70|175|22.857142857142858
J. Álvarez|22|79|86|SUB|2022 ~ 2027|246191|Derecho|CAM|https://cdn.sofifa.net/players/246/191/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|MEdio Centro Ofensivo|71|170|24.56747404844291
E. Palacios|23|79|84|RES|2020 ~ 2025|231521|Derecho|CM|https://cdn.sofifa.net/players/231/521/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Medio Centro|67|177|21.38593635289987
J. Foyth|24|79|84|RES|2021 ~ 2026|237221|Derecho|CB|https://cdn.sofifa.net/players/237/221/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|Defensa Central|69|187|19.73176241814178
A. Mac Allister|23|78|84|RES|2019 ~ 2025|239837|Derecho|CAM|https://cdn.sofifa.net/players/239/837/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final|MEdio Centro Ofensivo|72|176|23.243801652892564
M. Al Owais|30|71|71|GK|2022 ~ 2025|210923|Izquierdo|GK|https://cdn.sofifa.net/players/210/923/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Portero|79|185|23.08254200146092
S. Abdulhamid|22|68|76|RB|2022 ~ 2025|246688|Derecho|RWB|https://cdn.sofifa.net/players/246/688/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Carrillero Derecho|70|175|22.857142857142858
A. Al Amri|25|73|78|RCB|2015 ~ 2024|241197|Derecho|CB|https://cdn.sofifa.net/players/241/197/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Defensa Central|75|185|21.913805697589478
A. Madu|28|70|71|LCB|2013 ~ 2025|213901|Izquierdo|CB|https://cdn.sofifa.net/players/213/901/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Defensa Central|77|187|22.019502988361115
Y. Al Shahrani|30|75|75|LB|2012 ~ 2025|210603|Derecho|LB|https://cdn.sofifa.net/players/210/603/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Lateral Izquierdo|64|171|21.887076365377382
R. Sharahili|29|66|66|RDM|2020 ~ 2024|229800|Derecho|CDM|https://cdn.sofifa.net/players/229/800/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Centro Defensivo|77|184|22.743383742911153
M. Kanno|27|72|73|LDM|2022 ~ 2027|220075|Derecho|CDM|https://cdn.sofifa.net/players/220/075/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Centro Defensivo|67|192|18.174913194444446
H. Bahebri|29|71|71|RM|2021 ~ 2024|208974|Derecho|RM|https://cdn.sofifa.net/players/208/974/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Derecho|67|172|22.647376960519203
S. Al Dawsari|30|78|78|LM|2011 ~ 2025|210602|Derecho|LM|https://cdn.sofifa.net/players/210/602/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Izquierdo|71|172|23.99945916711736
S. Al Faraj|32|76|76|CAM|2008 ~ 2025|191269|Izquierdo|CAM|https://cdn.sofifa.net/players/191/269/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|MEdio Centro Ofensivo|64|180|19.753086419753085
S. Al Shehri|28|71|71|ST|2020 ~ 2024|211173|Derecho|ST|https://cdn.sofifa.net/players/211/173/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Delantero Centro|77|184|22.743383742911153
F. Al Birekan|22|67|78|SUB|2021 ~ 2025|238545|Izquierdo|ST|https://cdn.sofifa.net/players/238/545/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Delantero Centro|74|181|22.587833094227893
A. Al Malki|27|72|73|SUB|2022 ~ 2026|230713|Derecho|CDM|https://cdn.sofifa.net/players/230/713/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Centro Defensivo|70|176|22.59814049586777
S. Al Najai|25|69|72|SUB|2016 ~ 2024|233961|Derecho|CM|https://cdn.sofifa.net/players/233/961/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Centro|68|176|21.952479338842977
H. Asiri|21|61|73|SUB|2020 ~ 2024|257842|Derecho|RM|https://cdn.sofifa.net/players/257/842/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Derecho|64|173|21.383941996057334
S. Al Ghannam|28|73|73|SUB|2018 ~ 2024|232477|Derecho|RB|https://cdn.sofifa.net/players/232/477/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Lateral Derecho|62|173|20.715693808680545
A. Al Bulayhi|32|68|68|SUB|2017 ~ 2023|229851|Izquierdo|CB|https://cdn.sofifa.net/players/229/851/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Defensa Central|77|182|23.24598478444632
M. Al Rubaie|24|66|72|SUB|2017 ~ 2023|245276|Derecho|GK|https://cdn.sofifa.net/players/245/276/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Portero|77|190|21.329639889196677
A. Ateef|29|68|68|SUB|2013 ~ 2023|210926|Derecho|CDM|https://cdn.sofifa.net/players/210/926/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Centro Defensivo|68|177|21.705129432793896
H. Tombakti|23|66|76|SUB|2018 ~ 2023|245751|Derecho|CB|https://cdn.sofifa.net/players/245/751/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Defensa Central|74|182|22.34029706557179
M. Al Buraik|29|70|70|SUB|2014 ~ 2025|221370|Derecho|RB|https://cdn.sofifa.net/players/221/370/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Lateral Derecho|61|173|20.381569714992146
N. Al Dawsari|23|68|77|SUB|2017 ~ 2023|241938|Izquierdo|LM|https://cdn.sofifa.net/players/241/938/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Izquierdo|68|178|21.461936624163616
N. Al Aqidi|22|61|73|SUB|2019 ~ 2025|255368|Derecho|GK|https://cdn.sofifa.net/players/255/368/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Portero|83|186|23.991212856977683
A. Al Hassan|25|67|74|RES|2020 ~ 2025|242863|Derecho|CDM|https://cdn.sofifa.net/players/242/863/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Centro Defensivo|65|182|19.623233908948194
N. Al Abed|32|67|67|RES|2020 ~ 2023|208949|Izquierdo|CAM|https://cdn.sofifa.net/players/208/949/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|MEdio Centro Ofensivo|63|169|22.058051188683873
A. Al Obud|27|67|67|RES|2019 ~ 2023|238043|Derecho|LM|https://cdn.sofifa.net/players/238/043/23_60.png|Arabia Saudita|https://sofifa.com/team/111114/saudi-arabia/|111114|https://cdn.sofifa.net/teams/111114/120.png|https://cdn.sofifa.net/flags/sa.png|71|71|72|71|GRUPO C|25|3|3|1|0|2|-2|Fase de grupos|Medio Izquierdo|70|174|23.120623596247853
G. Ochoa|36|82|82|GK|2019 ~ 2022|140233|Derecho|GK|https://cdn.sofifa.net/players/140/233/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Portero|78|185|22.79035792549306
J. Sánchez|24|76|82|RB|2018 ~ 2025|233493|Derecho|RB|https://cdn.sofifa.net/players/233/493/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Lateral Derecho|71|175|23.183673469387756
C. Montes|25|78|81|RCB|2015 ~ 2024|229980|Derecho|CB|https://cdn.sofifa.net/players/229/980/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Defensa Central|70|191|19.188070502453332
H. Moreno|34|77|77|LCB|2021 ~ 2023|173432|Izquierdo|CB|https://cdn.sofifa.net/players/173/432/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Defensa Central|75|186|21.678806798473808
J. Gallardo|27|78|78|LB|2018 ~ 2023|226045|Izquierdo|LB|https://cdn.sofifa.net/players/226/045/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Lateral Izquierdo|73|176|23.56663223140496
E. Álvarez|24|80|85|CDM|2019 ~ 2025|235844|Derecho|CB|https://cdn.sofifa.net/players/235/844/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Defensa Central|73|187|20.875632703251448
H. Herrera|32|78|78|RCM|2019 ~ 2022|156519|Derecho|CM|https://cdn.sofifa.net/players/156/519/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Medio Centro|78|185|22.79035792549306
C. Rodríguez|25|76|81|LCM|2022 ~ 2025|235389|Derecho|CAM|https://cdn.sofifa.net/players/235/389/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|MEdio Centro Ofensivo|64|171|21.887076365377382
A. Vega|24|79|83|RW|2019 ~ 2022|233260|Derecho|CAM|https://cdn.sofifa.net/players/233/260/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|MEdio Centro Ofensivo|77|173|25.727555214006482
R. Jiménez|31|82|82|ST|2019 ~ 2024|204838|Derecho|ST|https://cdn.sofifa.net/players/204/838/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Delantero Centro|81|188|22.917609778180175
H. Lozano|26|81|81|LW|2019 ~ 2024|221992|Derecho|RW|https://cdn.sofifa.net/players/221/992/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Extremo Derecho|70|175|22.857142857142858
R. Funes Mori|31|75|75|SUB|2015 ~ 2024|198140|Derecho|ST|https://cdn.sofifa.net/players/198/140/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Delantero Centro|78|186|22.54595907041276
U. Antuna|24|74|76|SUB|2022 ~ 2024|237997|Derecho|RM|https://cdn.sofifa.net/players/237/997/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Medio Derecho|59|174|19.487382745408905
A. Guardado|35|77|77|SUB|2017 ~ 2023|171897|Izquierdo|CM|https://cdn.sofifa.net/players/171/897/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Medio Centro|67|169|23.458562375266975
L. Chávez|26|76|79|SUB|2019 ~ 2023|222382|Izquierdo|CM|https://cdn.sofifa.net/players/222/382/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Medio Centro|73|178|23.04002019946976
N. Araújo|30|74|74|SUB|2018 ~ 2023|192041|Derecho|CB|https://cdn.sofifa.net/players/192/041/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Defensa Central|87|187|24.879178701135288
G. Arteaga|23|73|80|SUB|2020 ~ 2025|236537|Izquierdo|LWB|https://cdn.sofifa.net/players/236/537/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Carrillero Izquierdo|65|174|21.469150482230148
A. Talavera|39|77|77|SUB|2020 ~ 2024|156433|Derecho|GK|https://cdn.sofifa.net/players/156/433/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Portero|85|188|24.049343594386603
R. Alvarado|23|74|77|SUB|2022 ~ 2025|237043|Izquierdo|CAM|https://cdn.sofifa.net/players/237/043/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|MEdio Centro Ofensivo|70|176|22.59814049586777
H. Martín|29|77|77|SUB|2018 ~ 2024|224151|Derecho|ST|https://cdn.sofifa.net/players/224/151/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Delantero Centro|83|177|26.493025631204315
É. Gutiérrez|27|76|77|SUB|2018 ~ 2025|220854|Izquierdo|CM|https://cdn.sofifa.net/players/220/854/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Medio Centro|68|178|21.461936624163616
O. Pineda|26|77|78|SUB|2022 ~ 2027|224574|Derecho|LW|https://cdn.sofifa.net/players/224/574/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Extremo Izquierdo|63|169|22.058051188683873
K. Álvarez|23|75|80|SUB|2018 ~ 2024|253008|Derecho|RB|https://cdn.sofifa.net/players/253/008/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Lateral Derecho|66|176|21.306818181818183
L. Romo|27|72|73|RES|2022 ~ 2024|243015|Derecho|CDM|https://cdn.sofifa.net/players/243/015/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Medio Centro Defensivo|84|182|25.359256128486894
J. Vásquez|23|73|82|RES|2022 ~ 2026|244349|Izquierdo|CB|https://cdn.sofifa.net/players/244/349/23_60.png|México|https://sofifa.com/team/1386/mexico/|1386|https://cdn.sofifa.net/teams/1386/120.png|https://cdn.sofifa.net/flags/mx.png|78|79|77|77|GRUPO C|22|4|3|1|1|1|-1|Fase de grupos|Defensa Central|72|185|21.0372534696859
