NOMBRE|EDAD|VALORACION GENERAL|POTENCIAL|EQUIPO Y CONTRATO|ID_JUGADOR|ALTURA|PESO|PIE FAVORITO|MEJOR POSICION|VALOR|SALARIO|SRC_JUGADOR|EQUIPO|URL_EQUIPO|ID_EQUIPO|SRC_LOGO|SRC_FLAG|PJE_GLOBAL|PJE_ATAQUE|PJE_MEDIOCAMPO|PJE_DEFENSA|GRUPO|PUESTO|PTS|PJ|PG|PE|PP|DG|INSTANCIA ALCANZADA
K. AnsarifardCAM CM ST|32|73|73|"SUB (10)
2020 ~ 2023"|197136|"186cm / 6'1"""|71kg / 157lbs|Right|ST|€0|€0|https://cdn.sofifa.net/players/197/136/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
A. GholizadehRM LM ST|26|72|73|"SUB (17)
2018 ~ 2025"|243551|"176cm / 5'9"""|69kg / 152lbs|Left|RM|€0|€0|https://cdn.sofifa.net/players/243/551/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
S. GhoddosCAM CM LW|28|69|69|"SUB (14)
2021 ~ 2023"|231949|"175cm / 5'9"""|79kg / 174lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/231/949/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
A. KarimiCM CAM|28|69|69|"SUB (18)
2021 ~ 2022"|241793|"185cm / 6'1"""|79kg / 174lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/241/793/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
M. MohammadiLB LWB LM|28|72|72|"SUB (5)
2021 ~ 2024"|233218|"178cm / 5'10"""|68kg / 150lbs|Left|LB|€0|€0|https://cdn.sofifa.net/players/233/218/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
M. PouraliganjiCB CDM|30|69|69|"SUB (8)
2022 ~ 2027"|227921|"185cm / 6'1"""|83kg / 183lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/227/921/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
A. AbedzadehGK|29|72|73|"SUB (22)
2021 ~ 2023"|237419|"186cm / 6'1"""|86kg / 190lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/237/419/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
S. NiazmandGK|27|68|71|"SUB (12)
2021 ~ 2024"|263238|"194cm / 6'4"""|84kg / 185lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/263/238/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
M. TorabiLM|27|67|67|"SUB (16)
2022 ~ 2025"|241784|"180cm / 5'11"""|71kg / 157lbs|Right|LM|€0|€0|https://cdn.sofifa.net/players/241/784/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
M. HosseiniCB|26|70|74|"SUB (19)
2021 ~ 2023"|243549|"187cm / 6'2"""|76kg / 168lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/243/549/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
R. RezaeianRB RWB RM|32|70|70|"SUB (23)
2022 ~ 2025"|239675|"184cm / 6'0"""|80kg / 176lbs|Right|RB|€0|€0|https://cdn.sofifa.net/players/239/675/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
A. JalaliLB LWB|24|68|72|"SUB (25)
2021 ~ 2027"|272560|"177cm / 5'10"""|68kg / 150lbs|Left|LB|€0|€0|https://cdn.sofifa.net/players/272/560/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
S. HosseiniGK|30|67|68|"RES (24)
2022 ~ 2025"|243547|"187cm / 6'2"""|78kg / 172lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/243/547/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
R. CheshmiCB CDM|28|66|67|"RES (15)
2022 ~ 2025"|241803|"194cm / 6'4"""|80kg / 176lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/241/803/23_60.png|Irán|https://sofifa.com/team/111115/iran/|111115|https://cdn.sofifa.net/teams/111115/120.png|https://cdn.sofifa.net/flags/ir.png|73|81|73|72|GRUPO B|26|3|3|1|0|2|-3|Fase de grupos
M. TurnerGK|28|79|82|"GK (1)
2016 ~ 2022"|233267|190cm|79kg|Right|GK|€0|€0|https://cdn.sofifa.net/players/233/267/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
S. DestRB RM LB|21|79|87|"RB (2)
2020 ~ 2025"|251804|173cm|62kg|Right|CAM|€0|€0|https://cdn.sofifa.net/players/251/804/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
W. ZimmermanCB|29|77|78|"RCB (3)
2020 ~ 2022"|212591|190cm|89kg|Right|CB|€0|€0|https://cdn.sofifa.net/players/212/591/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
A. LongCB|29|75|75|"LCB (15)
2017 ~ 2022"|222123|188cm|86kg|Right|CB|€0|€0|https://cdn.sofifa.net/players/222/123/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
A. RobinsonLB LWB|24|76|79|"LB (5)
2020 ~ 2024"|229348|182cm|70kg|Left|LB|€0|€0|https://cdn.sofifa.net/players/229/348/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
T. AdamsCDM CM RWB|23|78|82|"CDM (4)
2019 ~ 2025"|232999|175cm|72kg|Right|CDM|€0|€0|https://cdn.sofifa.net/players/232/999/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
W. McKennieCM RM LM|23|81|86|"RCM (8)
2021 ~ 2025"|238744|185cm|84kg|Right|CM|€0|€0|https://cdn.sofifa.net/players/238/744/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
B. AaronsonLW CM|21|81|89|"LCM (11)
2021 ~ 2025"|247361|177cm|66kg|Right|RM|€0|€0|https://cdn.sofifa.net/players/247/361/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
T. WeahRW CF|22|77|84|"RW (21)
2019 ~ 2024"|241496|182cm|66kg|Right|CAM|€0|€0|https://cdn.sofifa.net/players/241/496/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
J. FerreiraST|21|75|85|"ST (9)
2016 ~ 2025"|241487|175cm|64kg|Right|ST|€0|€0|https://cdn.sofifa.net/players/241/487/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
C. PulisicLW RW LM|23|84|90|"LW (10)
2019 ~ 2024"|227796|177cm|69kg|Right|LW|€0|€0|https://cdn.sofifa.net/players/227/796/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
G. ReynaRW RM|19|78|88|"SUB (7)
2019 ~ 2025"|245541|185cm|79kg|Right|CAM|€0|€0|https://cdn.sofifa.net/players/245/541/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
J. SargentST RW|22|70|75|"SUB (24)
2021 ~ 2025"|242075|185cm|79kg|Right|ST|€0|€0|https://cdn.sofifa.net/players/242/075/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
C. RoldanCM RM|27|75|76|"SUB (17)
2015 ~ 2023"|226807|172cm|75kg|Right|CM|€0|€0|https://cdn.sofifa.net/players/226/807/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
K. AcostaCDM CM|26|72|75|"SUB (23)
2022 ~ 2022"|213209|177cm|68kg|Right|RWB|€0|€0|https://cdn.sofifa.net/players/213/209/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
C. Carter-VickersCB|24|76|83|"SUB (20)
2022 ~ 2026"|228174|185cm|92kg|Right|CB|€0|€0|https://cdn.sofifa.net/players/228/174/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
D. YedlinRB RWB|28|72|72|"SUB (22)
2022 ~ 2025"|212722|171cm|75kg|Right|RB|€0|€0|https://cdn.sofifa.net/players/212/722/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
S. JohnsonGK|33|72|72|"SUB (25)
2016 ~ 2022"|190780|190cm|98kg|Right|GK|€0|€0|https://cdn.sofifa.net/players/190/780/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
J. MorrisLW ST|27|73|73|"SUB (16)
2016 ~ 2023"|226035|183cm|84kg|Right|ST|€0|€0|https://cdn.sofifa.net/players/226/035/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
Y. MusahCM RM LM|19|73|83|"SUB (6)
2019 ~ 2026"|253177|177cm|73kg|Right|CAM|€0|€0|https://cdn.sofifa.net/players/253/177/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
S. MooreRB RM|25|72|75|"SUB (18)
2019 ~ 2024"|232120|180cm|74kg|Right|RWB|€0|€0|https://cdn.sofifa.net/players/232/120/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
L. de la TorreCM CDM LM|24|72|78|"SUB (14)
2020 ~ 2023"|229379|178cm|67kg|Left|CM|€0|€0|https://cdn.sofifa.net/players/229/379/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
E. HorvathGK|27|72|75|"SUB (12)
2021 ~ 2024"|219736|193cm|83kg|Right|GK|€0|€0|https://cdn.sofifa.net/players/219/736/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
J. ScallyRB LB|19|73|84|"RES (26)
2021 ~ 2023"|243133|184cm|80kg|Right|RB|€0|€0|https://cdn.sofifa.net/players/243/133/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
H. WrightST|24|71|77|"RES (19)
2022 ~ 2025"|238743|191cm|90kg|Right|ST|€0|€0|https://cdn.sofifa.net/players/238/743/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
T. ReamCB|34|69|69|"RES (13)
2015 ~ 2023"|198261|185cm|80kg|Left|CB|€0|€0|https://cdn.sofifa.net/players/198/261/23_60.png|Estados Unidos|https://sofifa.com/team/1387/united-states/|1387|https://cdn.sofifa.net/teams/1387/120.png|https://cdn.sofifa.net/flags/us.png|77|77|78|76|GRUPO B|14|5|4|1|2|1|-1|Octavos de final
D. WardGK|29|76|76|"GK (12)
2018 ~ 2025"|207998|"191cm / 6'3"""|88kg / 194lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/207/998/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
C. RobertsRWB|26|77|78|"RWB (14)
2021 ~ 2025"|225147|"175cm / 5'9"""|76kg / 168lbs|Right|RWB|€0|€0|https://cdn.sofifa.net/players/225/147/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
E. AmpaduCB CDM|21|76|85|"RCB (15)
2017 ~ 2024"|235735|"183cm / 6'0"""|78kg / 172lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/235/735/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
J. RodonCB|24|77|84|"CB (6)
2020 ~ 2025"|229266|"193cm / 6'4"""|76kg / 168lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/229/266/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
B. DaviesCB|29|81|81|"LCB (4)
2014 ~ 2025"|205923|"181cm / 5'11"""|76kg / 168lbs|Left|CB|€0|€0|https://cdn.sofifa.net/players/205/923/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
N. WilliamsLWB|21|76|87|"LWB (3)
2018 ~ 2025"|243057|"183cm / 6'0"""|72kg / 159lbs|Right|LWB|€0|€0|https://cdn.sofifa.net/players/243/057/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
A. RamseyCM|31|81|81|"RCM (10)
2019 ~ 2023"|186561|"183cm / 6'0"""|76kg / 168lbs|Right|CM|€0|€0|https://cdn.sofifa.net/players/186/561/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
J. AllenCDM CM|32|75|75|"LCM (7)
2016 ~ 2025"|184716|"170cm / 5'7"""|62kg / 137lbs|Right|CDM|€0|€0|https://cdn.sofifa.net/players/184/716/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
G. BaleRW ST|32|87|87|"RW (11)
2013 ~ 2027"|173731|"186cm / 6'1"""|82kg / 181lbs|Left|RW|€0|€0|https://cdn.sofifa.net/players/173/731/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
K. MooreST|29|75|75|"ST (13)
2022 ~ 2025"|216627|"196cm / 6'5"""|83kg / 183lbs|Right|ST|€0|€0|https://cdn.sofifa.net/players/216/627/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
D. JamesLW ST|24|78|81|"LW (20)
2021 ~ 2026"|232104|"171cm / 5'7"""|76kg / 168lbs|Right|RM|€0|€0|https://cdn.sofifa.net/players/232/104/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
H. WilsonCF CM|25|79|82|"SUB (8)
2021 ~ 2026"|220710|"173cm / 5'8"""|70kg / 154lbs|Left|CAM|€0|€0|https://cdn.sofifa.net/players/220/710/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
B. JohnsonLW CAM|21|75|85|"SUB (9)
2019 ~ 2026"|251421|"179cm / 5'10"""|71kg / 157lbs|Right|RM|€0|€0|https://cdn.sofifa.net/players/251/421/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
J. MorrellCM CDM|25|74|76|"SUB (16)
2021 ~ 2024"|220677|"168cm / 5'6"""|63kg / 139lbs|Right|CM|€0|€0|https://cdn.sofifa.net/players/220/677/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
C. MephamCB|24|76|79|"SUB (5)
2019 ~ 2025"|233201|"190cm / 6'3"""|75kg / 165lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/233/201/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
B. CabangoCB|22|70|80|"SUB (24)
2018 ~ 2023"|248687|"186cm / 6'1"""|81kg / 179lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/248/687/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
C. GunterRWB RB|32|66|66|"SUB (2)
2020 ~ 2022"|173752|"180cm / 5'11"""|71kg / 157lbs|Right|RWB|€0|€0|https://cdn.sofifa.net/players/173/752/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
W. HennesseyGK|35|75|75|"SUB (1)
2021 ~ 2023"|170084|"198cm / 6'6"""|90kg / 198lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/170/084/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
S. ThomasLW LWB|23|72|79|"SUB (22)
2021 ~ 2026"|260478|"185cm / 6'1"""|75kg / 165lbs|Right|RM|€0|€0|https://cdn.sofifa.net/players/260/478/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
M. HarrisST|23|67|72|"SUB (19)
2017 ~ 2023"|237833|"182cm / 6'0"""|75kg / 165lbs|Right|ST|€0|€0|https://cdn.sofifa.net/players/237/833/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
R. ColwillST CAM|20|67|79|"SUB (25)
2020 ~ 2023"|257437|"189cm / 6'2"""|79kg / 174lbs|Right|ST|€0|€0|https://cdn.sofifa.net/players/257/437/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
M. SmithCM|22|66|77|"SUB (26)
2022 ~ 2025"|233050|"175cm / 5'9"""|71kg / 157lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/233/050/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
A. DaviesGK|29|69|69|"SUB (21)
2022 ~ 2024"|200715|"185cm / 6'1"""|80kg / 176lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/200/715/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
J. WilliamsCM|28|64|64|"RES (18)
2021 ~ 2023"|198776|"168cm / 5'6"""|60kg / 132lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/198/776/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
D. LevittCDM CM|21|66|79|"RES (23)
2022 ~ 2024"|243349|"180cm / 5'11"""|73kg / 161lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/243/349/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
T. LockyerCB|27|69|71|"RES (17)
2020 ~ 2023"|211363|"185cm / 6'1"""|72kg / 159lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/211/363/23_60.png|Gales|https://sofifa.com/team/1367/wales/|1367|https://cdn.sofifa.net/teams/1367/120.png|https://cdn.sofifa.net/flags/gb-wls.png|77|78|76|77|GRUPO B|30|1|3|0|1|2|-5|Fase de grupos
E. MartínezGK|29|85|85|"GK (23)
2020 ~ 2027"|202811|"195cm / 6'5"""|88kg / 194lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/202/811/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final
N. MolinaRB RM|24|80|86|"RB (26)
2020 ~ 2026"|233084|"175cm / 5'9"""|70kg / 154lbs|Right|RWB|€0|€0|https://cdn.sofifa.net/players/233/084/23_60.png|Argentina|https://sofifa.com/team/1369/argentina/|1369|https://cdn.sofifa.net/teams/1369/120.png|https://cdn.sofifa.net/flags/ar.png|84|86|84|82|GRUPO C|1|14|7|4|2|1|7|Final
